Order_ID,Order_Date,Ship_Date,Customer_ID,Customer_Segment,City,Region,Sales_Rep,Channel,Category,Product_Name,Quantity,Unit_Price,Discount_%,Line_Total,COGS,Status,Customer_Rating,Return_Flag
ORD-14205,2/4/2022,NULL,CID-1670,Retail,Accra,South,Nathan Harris,Wholesale,Electronics,Laptop Pro 15,9,1142.5,30,7197.75,5212.91,Completed,NULL,0
ORD-12255,12/23/2023,12/26/2023,CID-4495,Retail,Benin City,Central,Olivia Clark,Phone Order,Clothing,Formal Dress,4,122.53,5,465.61,278.6,Completed,5,0
ORD-13501,8/17/2024,NULL,CID-3944,New Customer,Johannesburg,Central,Olivia Clark,Mobile App,Sports,Protein Powder 1kg,8,49.42,0,395.36,210.64,Completed,5,0
ORD-15118,11/10/2024,11/24/2024,CID-1914,B2B,Casablanca,Central,Olivia Clark,Phone Order,Beauty,Perfume 50ml,3,64.57,30,135.6,91.29,Completed,5,0
ORD-14590,3/6/2024,3/13/2024,CID-4663,Retail,NULL,East,Henry Wilson,Mobile App,Home & garden,Air Purifier,4,179.82,25,539.46,408.17,Pending,4,0
ORD-12649,10/25/2023,10/26/2023,CID-1726,B2B,Accra,South,Nathan Harris,In-Store,Electronics,Webcam HD,8,89.7,0,717.6,372.2,Completed,3,0
ORD-11423,3/7/2024,3/12/2024,CID-3703,Loyalty Member,Nairobi,North,James Turner,Mobile App,Sports,Jump Rope,3,14.69,25,33.05,23.27,Completed,NULL,0
ORD-14563,12/19/2023,NULL,CID-2444,New Customer,Port Harcourt,North,Iris Park,In-Store,Sports,Gym Bag,3,62.84,30,131.96,93.49,Returned,4,1
ORD-10215,12/28/2024,1/2/2025,CID-4573,Loyalty Member,Abuja,East,Karen Davis,Mobile App,Beauty,Perfume 50ml,6,78.37,20,376.18,311.73,Completed,4,0
ORD-15587,3/14/2024,3/19/2024,CID-3086,Loyalty Member,Addis Ababa,Central,NULL,Online,Beauty,Face Mask Pack,3,20.11,20,48.26,33,Completed,NULL,0
ORD-12656,1/2/2022,1/5/2022,CID-1525,Loyalty Member,Enugu,West,Henry Wilson,Wholesale,Beauty,Eye Cream,7,63.84,30,312.82,296.83,Completed,NULL,0
ORD-13001,5/18/2022,5/19/2022,CID-2944,B2B,Addis Ababa,North,Emma Brown,Wholesale,Beauty,Eye Cream,1,63.76,10,57.38,39.88,Completed,3,0
ORD-14858,9/19/2023,NULL,CID-4983,VIP,Kaduna,Central,James Turner,Phone Order,Beauty,Shampoo & Conditioner,4,28.63,10,103.07,62.13,Pending,1,0
ORD-11418,11/30/2024,NULL,CID-1827,New Customer,Benin City,West,Mia Scott,Mobile App,Home & garden,Desk Lamp,5,48.51,0,242.55,149.23,Completed,NULL,0
ORD-15008,4/5/2022,NULL,CID-2048,B2B,Kano,North,Bob Smith,IN-STORE,Electronics,Bluetooth Speaker,7,125.58,0,879.06,416.59,Completed,NULL,0
ORD-11481,4/28/2024,5/1/2024,CID-4869,Loyalty Member,Kano,South,Grace Chen,Mobile App,Home & garden,Desk Lamp,10,49.04,15,416.84,245.04,Cancelled,1,0
ORD-14338,1/20/2022,1/22/2022,CID-4045,B2B,Dakar,North,Carol White,In-Store,Sports,Gym Bag,6,68.57,10,370.28,200.37,Returned,1,1
ORD-15770,5/18/2023,5/21/2023,CID-3923,VIP,NULL,North,Iris Park,Wholesale,Electronics,Portable Charger,8,41.58,25,249.48,216.77,Completed,NULL,0
ORD-12655,12/11/2024,12/13/2024,CID-2428,Retail,Kaduna,South,Bob Smith,Online,Clothing,Casual Sneakers,1,77.05,30,53.93,46.2,Pending,2,0
ORD-12422,1/20/2023,1/22/2023,CID-2355,Loyalty Member,Benin City,North,Iris Park,Mobile App,Clothing,Running Shoes,8,126.28,0,1010.24,456.02,Completed,NULL,0
ORD-11910,11/11/2022,11/14/2022,CID-4948,Retail,Ibadan,West,Grace Chen,Online,Home & garden,Throw Pillow Set,6,56.73,30,238.27,188.88,Completed,NULL,0
ORD-15669,1/8/2023,1/11/2023,CID-4470,New Customer,Ibadan,North,Grace Chen,Wholesale,Electronics,Portable Charger,9,35.18,0,316.62,216.51,Completed,5,0
ORD-15173,11/28/2023,11/29/2023,CID-3654,New Customer,Abuja,East,Carol White,Mobile App,Electronics,Mechanical Keyboard,8,181.38,20,1160.83,911.07,Pending,3,0
ORD-14361,9/25/2023,9/27/2023,CID-4296,Retail,Abuja,North,David Lee,Wholesale,Home & garden,Plant Pot Set,6,26.77,30,112.43,95.3,Cancelled,5,0
ORD-13506,6/16/2024,6/19/2024,CID-3733,B2B,Kano,South,NULL,Wholesale,Sports,Swim Goggles,10,28.16,25,211.2,162.34,Completed,NULL,0
ORD-15990,2/21/2024,2/24/2024,CID-3196,New Customer,Benin City,West,Mia Scott,Phone Order,Electronics,Bluetooth Speaker,7,137.75,0,964.25,585.23,Returned,3,1
ORD-11080,3/10/2023,3/12/2023,CID-3247,B2B,Johannesburg,Central,Iris Park,Wholesale,Home & garden,Air Purifier,5,197.28,25,739.8,525.72,Completed,1,0
ORD-15765,9/26/2024,9/29/2024,CID-2648,Loyalty Member,Casablanca,Central,NULL,Mobile App,Home & garden,Coffee Maker,10,98.58,15,837.93,590.94,Completed,4,0
ORD-14489,9/24/2022,9/29/2022,CID-3892,B2B,Benin City,South,Carol White,Online,Clothing,Running Shoes,8,121.89,5,926.36,621.54,Completed,NULL,0
ORD-12970,8/25/2024,9/1/2024,CID-3974,B2B,Enugu,South,Frank Miller,Wholesale,Electronics,Portable Charger,6,40.15,0,240.9,135.88,Completed,5,0
ORD-12328,1/12/2024,1/26/2024,CID-2838,B2B,Nairobi,West,James Turner,In-Store,Beauty,Nail Polish Kit,2,20.36,15,34.61,19.1,Cancelled,3,0
ORD-12907,2/4/2023,2/11/2023,CID-4238,Retail,Ibadan,Central,Emma Brown,In-Store,Sports,Water Bottle 1L,4,20.65,0,82.6,38.42,Completed,4,0
ORD-11387,9/26/2022,9/27/2022,CID-3830,New Customer,Addis Ababa,West,Frank Miller,Wholesale,Sports,Resistance Bands Set,7,28.12,25,147.63,94.31,Completed,NULL,0
ORD-12003,9/7/2024,9/9/2024,CID-3834,Loyalty Member,NULL,South,Alice Johnson,Phone Order,Clothing,Formal Dress,10,131.36,25,985.2,692.07,Completed,1,0
ORD-13804,2/26/2022,3/12/2022,CID-1408,Retail,Benin City,Central,Bob Smith,In-Store,Home & garden,Smart Plug 4pk,2,39.92,0,79.84,49.9,Disputed,NULL,0
ORD-15487,4/7/2022,4/8/2022,CID-3046,New Customer,Enugu,South,Karen Davis,Online,Sports,Yoga Mat,7,40.02,30,196.1,137.74,Completed,4,0
ORD-11171,7/2/2024,7/9/2024,CID-4348,Loyalty Member,Abuja,East,Emma Brown,Wholesale,Electronics,Webcam HD,7,83.85,0,586.95,394.91,Completed,5,0
ORD-11760,2/26/2023,2/28/2023,CID-1286,VIP,Accra,East,Karen Davis,Phone Order,Electronics,Smart Watch,4,279.73,0,1118.92,611.46,Completed,1,0
ORD-14086,4/2/2024,4/5/2024,CID-4174,Loyalty Member,Kaduna,West,Liam Moore,Wholesale,Clothing,Sports Socks 3pk,9,16.24,15,124.24,100.84,Returned,3,1
ORD-15321,8/18/2023,8/20/2023,CID-1511,B2B,Cairo,North,Iris Park,Phone Order,Sports,Gym Bag,8,72.2,5,548.72,349.27,Returned,5,1
ORD-13936,3/31/2023,NULL,CID-1928,Retail,Accra,East,David Lee,In-Store,Sports,Protein Powder 1kg,1,52.75,10,47.48,29.98,Completed,5,0
ORD-12913,7/17/2024,7/20/2024,CID-2322,Retail,Lagos,South,NULL,In-Store,Home & garden,Air Purifier,5,185.62,25,696.08,581.52,Disputed,5,0
ORD-15866,1/24/2022,NULL,CID-3985,New Customer,Abuja,West,Grace Chen,Phone Order,Electronics,Portable Charger,7,43.19,30,211.63,192.1,Completed,4,0
ORD-13581,5/15/2022,5/18/2022,CID-3500,Retail,Casablanca,South,Alice Johnson,Wholesale,Electronics,Portable Charger,10,36.84,0,368.4,227.28,Completed,NULL,0
ORD-12808,4/27/2022,4/28/2022,CID-3188,B2B,Johannesburg,North,Grace Chen,PHONE ORDER,Sports,Jump Rope,9,13.4,0,120.6,83.34,Completed,5,0
ORD-10707,6/26/2024,NULL,CID-3477,B2B,Benin City,East,Emma Brown,Mobile App,Home & garden,Wall Clock,2,33.83,5,64.28,46.93,Completed,4,0
ORD-14328,1/20/2022,1/27/2022,CID-2868,Loyalty Member,Johannesburg,Central,Emma Brown,Wholesale,Beauty,Lipstick Set,4,40.48,25,121.44,75.24,Completed,4,0
ORD-11185,9/11/2023,9/18/2023,CID-2693,B2B,Accra,West,NULL,Phone Order,Electronics,Webcam HD,2,80.33,15,136.56,75.15,Completed,3,0
ORD-13610,9/4/2024,9/18/2024,CID-3411,Retail,Ibadan,North,Emma Brown,Online,Beauty,Lipstick Set,8,42.99,20,275.14,240.66,Completed,2,0
ORD-13739,10/11/2022,10/13/2022,CID-4548,VIP,Dakar,East,Emma Brown,Mobile App,Sports,Yoga Mat,8,34.17,10,246.02,174.34,Disputed,2,0
ORD-10248,5/8/2024,5/15/2024,CID-3682,New Customer,Nairobi,South,Olivia Clark,Mobile App,Clothing,Casual Sneakers,8,84.09,15,571.81,427.71,Completed,5,0
ORD-10238,6/21/2023,6/28/2023,CID-1443,New Customer,Lagos,West,Nathan Harris,Wholesale,Electronics,Portable Charger,9,38.47,0,346.23,214.04,Returned,NULL,1
ORD-14081,4/2/2024,4/5/2024,CID-1449,VIP,Accra,North,Bob Smith,Phone Order,Sports,Protein Powder 1kg,7,53.63,30,262.79,215.81,Completed,NULL,0
ORD-14664,7/19/2023,7/20/2023,CID-1008,Loyalty Member,Cairo,North,Grace Chen,Phone Order,Clothing,Sports Socks 3pk,10,15.64,0,156.4,88.64,Completed,2,0
ORD-10541,3/29/2024,NULL,CID-1433,VIP,Kano,East,Mia Scott,MOBILE APP,Clothing,Sports Socks 3pk,3,15.28,0,45.84,28.02,Completed,NULL,0
ORD-13184,1/16/2024,NULL,CID-2666,VIP,Enugu,West,Emma Brown,Wholesale,Clothing,Winter Jacket,6,165.94,20,796.51,690.76,Completed,3,0
ORD-10531,10/30/2023,11/4/2023,CID-2495,Loyalty Member,Kano,East,Nathan Harris,MOBILE APP,Beauty,Nail Polish Kit,5,22.81,25,85.54,73.62,Completed,NULL,0
ORD-11523,3/5/2024,3/10/2024,CID-2732,New Customer,Casablanca,East,James Turner,Phone Order,Home & garden,Air Purifier,6,181.08,30,760.54,609.91,Completed,5,0
ORD-13845,1/2/2023,NULL,CID-2874,Loyalty Member,Port Harcourt,North,Olivia Clark,In-Store,Clothing,Casual Sneakers,1,90.88,5,86.34,46.35,Completed,2,0
ORD-13162,8/26/2022,NULL,CID-3296,B2B,Accra,South,Olivia Clark,Mobile App,Electronics,Mechanical Keyboard,10,160.63,5,1525.98,944.65,Returned,4,1
ORD-15210,6/30/2024,7/1/2024,CID-3581,B2B,Dakar,West,David Lee,Mobile App,Home & garden,Smart Plug 4pk,2,39.86,20,63.78,51.14,Completed,NULL,0
ORD-12708,3/23/2024,3/25/2024,CID-3512,Retail,Enugu,West,Bob Smith,WHOLESALE,Sports,Gym Bag,5,74.53,0,372.65,217.33,Completed,4,0
ORD-10837,5/15/2023,5/16/2023,CID-2580,VIP,Lagos,East,Grace Chen,Online,Electronics,Bluetooth Speaker,8,134.56,5,1022.66,649.58,Completed,NULL,0
ORD-13969,12/22/2024,12/29/2024,CID-2721,B2B,Cairo,Central,Henry Wilson,Phone Order,Clothing,Formal Dress,7,118.57,0,829.99,443.86,Completed,NULL,0
ORD-11307,10/7/2022,10/8/2022,CID-1701,B2B,Addis Ababa,West,Henry Wilson,Mobile App,Clothing,Sports Socks 3pk,3,15.86,0,47.58,22.12,Returned,4,1
ORD-10317,3/2/2024,NULL,CID-4576,Retail,Nairobi,East,Liam Moore,Phone Order,Sports,Yoga Mat,6,33.21,0,199.26,117.46,Completed,3,0
ORD-14187,7/29/2024,7/31/2024,CID-1832,B2B,Benin City,East,Emma Brown,Phone Order,Beauty,Shampoo & Conditioner,6,29.7,10,160.38,123.85,Completed,NULL,0
ORD-15181,10/25/2024,NULL,CID-1854,New Customer,Casablanca,West,Grace Chen,Phone Order,Electronics,USB-C Hub,3,44.15,10,119.2,79.45,Completed,NULL,0
ORD-10414,8/14/2022,8/16/2022,CID-2715,B2B,Kaduna,North,Henry Wilson,Wholesale,Sports,Gym Bag,3,60.16,5,171.46,124,Completed,NULL,0
ORD-10143,7/4/2023,7/7/2023,CID-2142,B2B,Casablanca,South,Nathan Harris,Online,Clothing,Winter Jacket,10,156.95,30,1098.65,888.68,Pending,NULL,0
ORD-10196,10/17/2024,10/31/2024,CID-1833,B2B,Addis Ababa,West,Mia Scott,Online,Electronics,Mechanical Keyboard,7,144.1,0,1008.7,545.15,Completed,4,0
ORD-14904,6/27/2022,6/30/2022,CID-4781,Retail,Benin City,North,Mia Scott,Phone Order,Electronics,Webcam HD,7,87.14,0,609.98,307.07,Pending,NULL,0
ORD-13396,5/9/2024,5/11/2024,CID-4008,Loyalty Member,Benin City,Central,Iris Park,Wholesale,Beauty,Lipstick Set,2,38.99,5,74.08,53.23,Cancelled,4,0
ORD-13596,3/28/2024,3/31/2024,CID-1658,New Customer,Addis Ababa,East,Iris Park,In-Store,Sports,Jump Rope,9,16.42,0,147.78,97.96,Returned,5,1
ORD-15128,9/3/2023,NULL,CID-4280,Retail,Kaduna,South,Iris Park,Phone Order,Sports,Yoga Mat,7,35.7,20,199.92,115.51,Completed,NULL,0
ORD-12698,6/3/2024,6/17/2024,CID-1740,VIP,Abuja,North,David Lee,Phone Order,Home & garden,Wall Clock,8,32.72,30,183.23,143.88,Completed,4,0
ORD-11784,1/29/2023,2/12/2023,CID-4264,B2B,Johannesburg,North,David Lee,Online,Electronics,Laptop Pro 15,7,1376.14,0,9632.98,5146.7,Cancelled,3,0
ORD-10130,4/5/2023,4/19/2023,CID-4089,B2B,Kano,North,Mia Scott,Online,Electronics,Mechanical Keyboard,1,137.63,30,96.34,94.69,Completed,1,0
ORD-10944,2/20/2023,NULL,CID-2458,Retail,Abuja,South,Nathan Harris,Phone Order,Beauty,Electric Toothbrush,4,94.5,5,359.1,189.64,Completed,2,0
ORD-12060,6/28/2022,7/3/2022,CID-1695,B2B,Abuja,North,Henry Wilson,Wholesale,Electronics,Smart Watch,5,276.45,30,967.57,897.56,Pending,4,0
ORD-10023,10/11/2022,10/18/2022,CID-4527,B2B,Casablanca,West,Bob Smith,Online,Home & garden,Scented Candle,10,21.09,20,168.72,147.49,Completed,5,0
ORD-13269,6/14/2022,6/28/2022,CID-3790,VIP,Lagos,East,Henry Wilson,In-Store,Sports,Protein Powder 1kg,10,47.93,25,359.48,302.07,Completed,NULL,0
ORD-12399,2/17/2022,2/20/2022,CID-1408,Loyalty Member,Benin City,East,Henry Wilson,In-Store,Sports,Gym Bag,4,75.98,10,273.53,169.07,Completed,5,0
ORD-11257,9/23/2023,9/28/2023,CID-4959,Retail,Enugu,Central,Nathan Harris,Mobile App,Electronics,USB-C Hub,8,39.1,20,250.24,183.03,Disputed,1,0
ORD-13079,7/12/2023,7/19/2023,CID-4665,B2B,Port Harcourt,North,Iris Park,Phone Order,Clothing,Running Shoes,4,104.24,0,416.96,205.54,Completed,1,0
ORD-12398,10/30/2024,11/13/2024,CID-4041,Loyalty Member,Addis Ababa,West,Alice Johnson,Online,Beauty,Face Mask Pack,3,19.95,10,53.86,28.08,Cancelled,3,0
ORD-10526,6/7/2022,6/10/2022,CID-3432,New Customer,Abuja,East,David Lee,Mobile App,Electronics,Smart Watch,7,243.11,10,1531.59,971.81,Completed,3,0
ORD-11668,6/30/2024,7/14/2024,CID-4389,New Customer,Port Harcourt,North,Frank Miller,Mobile App,Electronics,Wireless Earbuds,9,99.48,0,895.32,585.55,Completed,NULL,0
ORD-11804,2/13/2024,2/15/2024,CID-3069,New Customer,Casablanca,West,Henry Wilson,Mobile App,Clothing,Winter Jacket,8,164.62,0,1316.96,711.02,Completed,NULL,0
ORD-15079,5/27/2024,5/29/2024,CID-3269,Retail,Lagos,Central,Bob Smith,In-Store,Beauty,Eye Cream,9,64.82,15,495.87,305.48,Cancelled,NULL,0
ORD-15822,12/23/2022,12/24/2022,CID-3254,New Customer,Enugu,West,James Turner,Online,Beauty,Lipstick Set,6,40.76,0,244.56,110.26,Returned,4,1
ORD-15525,10/28/2023,10/29/2023,CID-4724,New Customer,Dakar,Central,Alice Johnson,Phone Order,Beauty,Face Serum,6,63.76,10,344.3,184.99,Cancelled,2,0
ORD-15908,9/16/2024,9/30/2024,CID-1528,Loyalty Member,Port Harcourt,South,Alice Johnson,Phone Order,Electronics,Wireless Earbuds,10,88.9,20,711.2,618.13,Completed,NULL,0
ORD-15660,8/6/2024,NULL,CID-3521,B2B,Ibadan,East,Iris Park,Wholesale,Sports,Swim Goggles,1,25.13,5,23.87,11.5,Completed,4,0
ORD-13875,3/1/2022,3/4/2022,CID-4363,Loyalty Member,Kaduna,South,Nathan Harris,PHONE ORDER,Sports,Yoga Mat,3,32.04,30,67.28,65.94,Completed,5,0
ORD-15789,12/7/2024,12/12/2024,CID-1362,B2B,Kano,West,James Turner,Online,Beauty,Perfume 50ml,2,83.69,0,167.38,111.47,Cancelled,3,0
ORD-13409,11/3/2023,11/17/2023,CID-3780,VIP,NULL,South,Bob Smith,Mobile App,Sports,Protein Powder 1kg,2,49.73,0,99.46,60.4,Pending,5,0
ORD-13440,7/31/2022,8/3/2022,CID-1326,VIP,Port Harcourt,West,Carol White,Wholesale,Clothing,Winter Jacket,7,160.93,5,1070.18,561.73,Returned,NULL,1
ORD-13298,9/22/2023,9/27/2023,CID-1994,B2B,Enugu,East,Carol White,Online,Electronics,Smart Watch,7,265.88,10,1675.04,1080.27,Pending,NULL,0
ORD-12487,8/3/2023,NULL,CID-3187,New Customer,Cairo,West,James Turner,Mobile App,Beauty,Lipstick Set,6,40.74,0,244.44,129.99,Completed,NULL,0
ORD-10976,4/26/2023,5/10/2023,CID-1862,Retail,Abuja,East,Liam Moore,Online,Beauty,Face Mask Pack,3,19.91,0,59.73,28.75,Completed,2,0
ORD-14941,8/3/2022,8/4/2022,CID-4636,Retail,Cairo,East,Bob Smith,Wholesale,Home & garden,Coffee Maker,5,113.31,15,481.57,331.06,Completed,NULL,0
ORD-15277,2/13/2024,2/20/2024,CID-4190,Retail,Nairobi,South,David Lee,Wholesale,Beauty,Eye Cream,7,56.04,10,353.05,236.29,Completed,5,0
ORD-11600,10/14/2022,10/28/2022,CID-1431,Loyalty Member,Kano,West,Iris Park,In-Store,Sports,Water Bottle 1L,6,20.58,10,111.13,79.79,Completed,5,0
ORD-15113,8/9/2024,8/16/2024,CID-4795,Retail,Lagos,South,Alice Johnson,In-Store,Electronics,Bluetooth Speaker,8,137.3,30,768.88,658.71,Completed,4,0
ORD-11663,9/2/2024,9/3/2024,CID-2692,New Customer,Casablanca,North,Karen Davis,In-Store,Sports,Foam Roller,1,39.67,0,39.67,17.87,Completed,5,0
ORD-13209,8/15/2022,NULL,CID-2398,B2B,Port Harcourt,North,Grace Chen,Online,Clothing,Denim Jeans,5,66.45,0,332.25,203.66,Completed,NULL,0
ORD-10836,11/11/2023,11/14/2023,CID-4892,Loyalty Member,Benin City,East,Emma Brown,In-Store,Beauty,Face Mask Pack,2,16.49,15,28.03,16.6,Returned,NULL,1
ORD-11706,10/12/2024,10/14/2024,CID-3839,Loyalty Member,Kano,North,Karen Davis,In-Store,Home & garden,Desk Lamp,2,50.08,25,75.12,67.87,Completed,4,0
ORD-12948,2/26/2023,2/28/2023,CID-4411,B2B,Addis Ababa,Central,Liam Moore,Wholesale,Beauty,Electric Toothbrush,3,73.31,0,219.93,143.21,Returned,NULL,1
ORD-15190,7/25/2023,NULL,CID-4401,VIP,Kaduna,Central,Emma Brown,Wholesale,Home & garden,Wall Clock,9,39.01,10,315.98,172.01,Completed,3,0
ORD-15000,5/16/2023,NULL,CID-1734,B2B,Lagos,North,Frank Miller,Wholesale,Sports,Yoga Mat,3,38.38,20,92.11,70.71,Returned,5,1
ORD-11848,10/30/2024,10/31/2024,CID-2234,Loyalty Member,Dakar,South,Henry Wilson,Online,Sports,Water Bottle 1L,3,24.48,30,51.41,47.46,Cancelled,5,0
ORD-14931,9/12/2024,NULL,CID-1589,Loyalty Member,Addis Ababa,South,James Turner,Phone Order,Sports,Yoga Mat,2,34.52,0,69.04,33.35,Completed,NULL,0
ORD-11774,3/23/2024,NULL,CID-3904,VIP,Cairo,North,Emma Brown,Online,Electronics,Mechanical Keyboard,7,170.73,15,1015.84,793.49,Pending,NULL,0
ORD-10252,2/25/2023,2/26/2023,CID-1884,B2B,Enugu,Central,David Lee,Phone Order,Clothing,Men's Polo Shirt,1,32.31,15,27.46,15.56,Cancelled,3,0
ORD-10214,7/25/2022,NULL,CID-4729,B2B,Kaduna,West,Bob Smith,Phone Order,Clothing,Formal Dress,1,120.08,0,120.08,71.75,Completed,3,0
ORD-15236,7/30/2022,8/4/2022,CID-3645,New Customer,Johannesburg,Central,Iris Park,Phone Order,Home & garden,Coffee Maker,2,88.75,0,177.5,100.4,Returned,2,1
ORD-12479,3/24/2022,3/26/2022,CID-2744,Loyalty Member,Kaduna,Central,Bob Smith,Mobile App,Clothing,Winter Jacket,6,144.24,15,735.62,476.24,Cancelled,NULL,0
ORD-10748,10/22/2023,NULL,CID-3771,B2B,Kano,Central,David Lee,Online,Electronics,Laptop Pro 15,9,1283.04,5,10969.99,7939.01,Completed,5,0
ORD-14130,11/5/2022,11/19/2022,CID-3850,New Customer,Accra,West,Grace Chen,Wholesale,Home & garden,Smart Plug 4pk,8,42.81,0,342.48,155.54,Disputed,5,0
ORD-14437,2/23/2024,3/1/2024,CID-2063,New Customer,NULL,East,Nathan Harris,Mobile App,Clothing,Women's Blazer,7,96.73,0,677.11,369.78,Completed,5,0
ORD-10350,5/19/2022,5/22/2022,CID-4160,VIP,Port Harcourt,South,Liam Moore,Online,Beauty,Face Serum,7,53.71,15,319.57,170.71,Completed,1,0
ORD-12077,3/12/2023,3/26/2023,CID-2861,B2B,Benin City,West,Bob Smith,Wholesale,Beauty,Nail Polish Kit,2,19.05,15,32.38,22.9,Completed,3,0
ORD-11986,1/19/2022,NULL,CID-3898,VIP,Ibadan,Central,Henry Wilson,Phone Order,Clothing,Running Shoes,1,112.37,0,NULL,67.2,Returned,4,1
ORD-14384,10/2/2024,10/7/2024,CID-4851,Retail,Johannesburg,Central,Carol White,In-Store,Clothing,Winter Jacket,4,147.54,15,NULL,327.81,Completed,NULL,0
ORD-12050,7/19/2022,7/22/2022,CID-1413,B2B,Lagos,West,Olivia Clark,Phone Order,Beauty,Electric Toothbrush,6,90.76,20,435.65,377.63,Completed,NULL,0
ORD-11577,1/14/2022,1/16/2022,CID-3068,VIP,Enugu,West,Frank Miller,Wholesale,Clothing,Women's Blazer,4,101.54,25,304.62,260.88,Completed,5,0
ORD-10427,12/8/2023,NULL,CID-2178,Retail,Enugu,South,Emma Brown,Online,Home & garden,Plant Pot Set,2,28.92,30,40.49,40.2,Disputed,5,0
ORD-11381,7/13/2022,7/20/2022,CID-4573,VIP,Ibadan,South,Iris Park,Wholesale,Sports,Resistance Bands Set,9,27,5,230.85,120.48,Completed,5,0
ORD-12647,3/30/2024,NULL,CID-4873,Retail,Kaduna,North,Frank Miller,Wholesale,Sports,Resistance Bands Set,8,21.3,0,170.4,110.91,Completed,4,0
ORD-15819,8/23/2022,9/6/2022,CID-1505,VIP,Accra,Central,Henry Wilson,Online,Electronics,Mechanical Keyboard,NULL,149.38,5,141.91,79.78,Completed,NULL,0
ORD-15424,1/18/2022,1/25/2022,CID-3805,VIP,Ibadan,South,Emma Brown,Mobile App,Beauty,Face Mask Pack,1,18.8,5,17.86,8.68,Returned,NULL,1
ORD-10200,1/29/2022,2/5/2022,CID-4446,New Customer,Abuja,West,Bob Smith,In-Store,Beauty,Shampoo & Conditioner,1,29.76,5,28.27,15.7,Pending,NULL,0
ORD-15727,6/19/2023,6/22/2023,CID-2413,B2B,Addis Ababa,West,Olivia Clark,Online,Sports,Gym Bag,7,61.69,25,323.87,231.67,Completed,5,0
ORD-13276,11/5/2022,11/7/2022,CID-4228,New Customer,Benin City,East,Iris Park,Phone Order,Sports,Swim Goggles,5,28.19,25,105.71,90.49,Completed,1,0
ORD-13576,8/15/2024,8/16/2024,CID-4067,Loyalty Member,Kano,East,Alice Johnson,Online,Electronics,Wireless Earbuds,2,87.58,0,175.16,100.09,Returned,NULL,1
ORD-10294,5/31/2024,6/2/2024,CID-3882,Loyalty Member,Dakar,South,Grace Chen,Phone Order,Clothing,Running Shoes,5,104.33,10,469.49,235.75,Completed,5,0
ORD-15647,10/17/2023,10/22/2023,CID-1972,VIP,Enugu,West,Liam Moore,Mobile App,Electronics,Webcam HD,6,74.33,30,312.19,286.33,Returned,4,1
ORD-12371,12/3/2024,12/6/2024,CID-3707,Retail,Cairo,South,Nathan Harris,Phone Order,Beauty,Shampoo & Conditioner,6,27.44,0,164.64,112.46,Cancelled,1,0
ORD-14158,12/30/2023,NULL,CID-2586,Loyalty Member,Ibadan,South,Alice Johnson,Wholesale,Electronics,Bluetooth Speaker,7,105.67,20,591.75,497.18,Completed,NULL,0
ORD-12171,5/15/2024,5/17/2024,CID-1723,Loyalty Member,Nairobi,East,David Lee,Mobile App,Home & garden,Smart Plug 4pk,2,41.78,0,83.56,52.89,Completed,5,0
ORD-14783,1/21/2024,1/23/2024,CID-4969,Retail,Nairobi,North,James Turner,In-Store,Clothing,Denim Jeans,8,66.33,15,451.04,331.13,Completed,NULL,0
ORD-14094,2/12/2023,2/13/2023,CID-1898,New Customer,Kaduna,Central,Alice Johnson,Online,Sports,Jump Rope,10,13.18,30,92.26,64.61,Pending,1,0
ORD-14797,2/12/2023,2/26/2023,CID-1943,Retail,Kaduna,North,Bob Smith,Mobile App,Home & garden,Air Purifier,6,190.95,30,801.99,535.9,Returned,NULL,1
ORD-11675,4/17/2022,NULL,CID-2122,Loyalty Member,Benin City,East,Grace Chen,Mobile App,Electronics,Portable Charger,9,33.17,25,223.9,166.22,Completed,5,0
ORD-14404,5/28/2024,5/30/2024,CID-3773,VIP,Accra,East,David Lee,Wholesale,Sports,Resistance Bands Set,9,24.73,0,222.57,100.3,Completed,NULL,0
ORD-13927,2/4/2023,NULL,CID-2233,Loyalty Member,Johannesburg,West,Alice Johnson,Phone Order,Electronics,Portable Charger,3,38.57,15,98.35,76.56,Completed,NULL,0
ORD-14770,11/1/2023,11/15/2023,CID-2488,Retail,Port Harcourt,Central,NULL,Online,Beauty,Face Mask Pack,7,20.01,0,140.07,69.33,Completed,5,0
ORD-13994,8/24/2022,NULL,CID-2961,Loyalty Member,Enugu,West,Mia Scott,Online,Electronics,Laptop Pro 15,10,1066.47,25,7998.53,6642.17,Completed,NULL,0
ORD-11300,4/17/2023,NULL,CID-1401,New Customer,Dakar,North,Frank Miller,In-Store,Sports,Foam Roller,7,40.82,5,271.45,192.76,Completed,NULL,0
ORD-15637,6/5/2022,6/7/2022,CID-2478,Retail,Kaduna,Central,Grace Chen,Wholesale,Sports,Yoga Mat,10,32.94,30,230.58,221.21,Cancelled,5,0
ORD-13256,12/1/2024,12/15/2024,CID-4891,Loyalty Member,Addis Ababa,Central,Olivia Clark,Phone Order,Beauty,Shampoo & Conditioner,7,29.68,5,197.37,102.12,Pending,NULL,0
ORD-15193,2/24/2024,3/2/2024,CID-1585,Retail,Dakar,East,Nathan Harris,Online,Electronics,Webcam HD,10,90.16,0,901.6,500.12,Cancelled,5,0
